id,label,parentId
Abit Khind,Abit Khind,Akola
Agar,Agar,Akola
Agastinagar (N.V.),Agastinagar (N.V.),Akola
Akola,Akola,Akola
Ambad,Ambad,Akola
Ambevangan,Ambevangan,Akola
Ambhol,Ambhol,Akola
Ambikanagar (N.V.),Ambikanagar (N.V.),Akola
Ambit,Ambit,Akola
Aurangpur,Aurangpur,Akola
Babhul Wandi,Babhul Wandi,Akola
Badgi,Badgi,Akola
Bahirwadi,Bahirwadi,Akola
Balthan,Balthan,Akola
Baravwadi,Baravwadi,Akola
Bari,Bari,Akola
Belapur,Belapur,Akola
Bhandardara,Bhandardara,Akola
Bhojadarawadi (N.V.),Bhojadarawadi (N.V.),Akola
Bholewadi,Bholewadi,Akola
Bitaka,Bitaka,Akola
Bori,Bori,Akola
Bramhanwada,Bramhanwada,Akola
Chaitanyapur,Chaitanyapur,Akola
Chandgirwadi,Chandgirwadi,Akola
Chand Suraj,Chand Suraj,Akola
Chas,Chas,Akola
Chichondi,Chichondi,Akola
Chinchavane,Chinchavane,Akola
Chital Wedhe,Chital Wedhe,Akola
Dagadwadi,Dagadwadi,Akola
Deogaon,Deogaon,Akola
Deothan,Deothan,Akola
Dhagewadi,Dhagewadi,Akola
Dhamangaon-Awari,Dhamangaon-Awari,Akola
Dhamangaon Pat,Dhamangaon Pat,Akola
Dhamanvan,Dhamanvan,Akola
Dhokri,Dhokri,Akola
Dhumalwadi,Dhumalwadi,Akola
Digambar,Digambar,Akola
Dongargaon,Dongargaon,Akola
Dongarwadi,Dongarwadi,Akola
Ekdare,Ekdare,Akola
Esarthav,Esarthav,Akola
Ganore,Ganore,Akola
Gardani,Gardani,Akola
Garwadi,Garwadi,Akola
Ghatghar,Ghatghar,Akola
Ghodsarwadi,Ghodsarwadi,Akola
Ghoti,Ghoti,Akola
Godewadi,Godewadi,Akola
Gondoshi,Gondoshi,Akola
Guhire,Guhire,Akola
Hivargaon,Hivargaon,Akola
Induri,Induri,Akola
Jachakwadi,Jachakwadi,Akola
Jahagirdarwadi,Jahagirdarwadi,Akola
Jambhale,Jambhale,Akola
Jamgaon,Jamgaon,Akola
Jaynawadi,Jaynawadi,Akola
Kalamb,Kalamb,Akola
Kalas Bk.,Kalas Bk.,Akola
Kalas Kh.,Kalas Kh.,Akola
Kalewadi (N.V.),Kalewadi (N.V.),Akola
Kanasewadi (N.V.),Kanasewadi (N.V.),Akola
Karandi,Karandi,Akola
Katalapur,Katalapur,Akola
Kauthewadi,Kauthewadi,Akola
Keli Kotul,Keli Kotul,Akola
Keli Otur,Keli Otur,Akola
Keli Rumhanwadi,Keli Rumhanwadi,Akola
Kelungan,Kelungan,Akola
Khadki Bk.,Khadki Bk.,Akola
Khadki Kh.,Khadki Kh.,Akola
Khanapur,Khanapur,Akola
Khetewadi,Khetewadi,Akola
Khirvire,Khirvire,Akola
Khuntewadi,Khuntewadi,Akola
Kodni,Kodni,Akola
Kohane,Kohane,Akola
Kohondi,Kohondi,Akola
Koltembhe,Koltembhe,Akola
Kombhalne,Kombhalne,Akola
Kothale,Kothale,Akola
Kotul,Kotul,Akola
Kumbhefal,Kumbhefal,Akola
Kumshet,Kumshet,Akola
Ladgaon,Ladgaon,Akola
Lahit Bk.,Lahit Bk.,Akola
Lahit Kh.,Lahit Kh.,Akola
Lavhali Kotul,Lavhali Kotul,Akola
Lavhali Otur,Lavhali Otur,Akola
Lingdev,Lingdev,Akola
Mahadeowadi,Mahadeowadi,Akola
Malegaon,Malegaon,Akola
Manhere,Manhere,Akola
Manik Ozar,Manik Ozar,Akola
Manoharpur,Manoharpur,Akola
Manyale,Manyale,Akola
Maveshi,Maveshi,Akola
Mehenduri,Mehenduri,Akola
Mhaladevi,Mhaladevi,Akola
Mhalungi,Mhalungi,Akola
Mogras,Mogras,Akola
Morwadi (N.V.),Morwadi (N.V.),Akola
Murshet,Murshet,Akola
Muthalane,Muthalane,Akola
Mutkhel,Mutkhel,Akola
Nachanthav,Nachanthav,Akola
Nagawadi (N.V.),Nagawadi (N.V.),Akola
Navalewadi,Navalewadi,Akola
Nilwande,Nilwande,Akola
Nimbral,Nimbral,Akola
Nirgudwadi (N.V.),Nirgudwadi (N.V.),Akola
Ozar,Ozar,Akola
Pabhulwandi,Pabhulwandi,Akola
Pachanai,Pachanai,Akola
Pachapattawadi,Pachapattawadi,Akola
Padalane,Padalane,Akola
Padoshi,Padoshi,Akola
Paithan,Paithan,Akola
Palsunde,Palsunde,Akola
Pangari,Pangari,Akola
Panjare,Panjare,Akola
Parakhatpur,Parakhatpur,Akola
Pedhewadi,Pedhewadi,Akola
Pendshet,Pendshet,Akola
Phophasandi,Phophasandi,Akola
Pimpaldarawadi,Pimpaldarawadi,Akola
Pimpaldari,Pimpaldari,Akola
Pimpalgaon Khand,Pimpalgaon Khand,Akola
Pimpalgaon Nakvinda,Pimpalgaon Nakvinda,Akola
Pimpalgaon Nipani,Pimpalgaon Nipani,Akola
Pimparkane,Pimparkane,Akola
Pimpri,Pimpri,Akola
Pisewadi,Pisewadi,Akola
Poparewadi,Poparewadi,Akola
Purushawadi,Purushawadi,Akola
Rajur (Ct),Rajur (Ct),Akola
Ranad Bk.,Ranad Bk.,Akola
Ranad Kh.,Ranad Kh.,Akola
Ratanwadi,Ratanwadi,Akola
Rede,Rede,Akola
Rumbhodi,Rumbhodi,Akola
Sakirwadi,Sakirwadi,Akola
Samrad,Samrad,Akola
Samsherpur,Samsherpur,Akola
Sangavi,Sangavi,Akola
Sarowar (N.V.),Sarowar (N.V.),Akola
Satewadi,Satewadi,Akola
Savarkute,Savarkute,Akola
Sawargaonpat,Sawargaonpat,Akola
Senit Kh.,Senit Kh.,Akola
Shelad,Shelad,Akola
Shelvihire,Shelvihire,Akola
Shendi,Shendi,Akola
Shenit,Shenit,Akola
Sherankhel,Sherankhel,Akola
Sherewadi,Sherewadi,Akola
Shidawad,Shidawad,Akola
Shilvandi,Shilvandi,Akola
Shinde,Shinde,Akola
Shinganwadi,Shinganwadi,Akola
Shirpunje Bk.,Shirpunje Bk.,Akola
Shirpunje Kh.,Shirpunje Kh.,Akola
Shiswad,Shiswad,Akola
Shivajinagar,Shivajinagar,Akola
Somalwadi,Somalwadi,Akola
Sugaon Bk.,Sugaon Bk.,Akola
Sugaon Kh.,Sugaon Kh.,Akola
Sultanpur,Sultanpur,Akola
Tahakari,Tahakari,Akola
Takali,Takali,Akola
Tale,Tale,Akola
Tambhol,Tambhol,Akola
Terungan,Terungan,Akola
Thakarwadi,Thakarwadi,Akola
Tirdhe,Tirdhe,Akola
Titavi,Titavi,Akola
Udadawane,Udadawane,Akola
Umbarwadi,Umbarwadi,Akola
Unchkhadak Bk.,Unchkhadak Bk.,Akola
Unchkhadak Kh.,Unchkhadak Kh.,Akola
Vashere,Vashere,Akola
Vihir,Vihir,Akola
Virgaon,Virgaon,Akola
Vithe,Vithe,Akola
Wagdari,Wagdari,Akola
Waghapur,Waghapur,Akola
Waki,Waki,Akola
Wanjulshet,Wanjulshet,Akola
Waranghushi,Waranghushi,Akola
Aghi,Aghi,Jamkhed
Anandwadi,Anandwadi,Jamkhed
Apti,Apti,Jamkhed
Arangaon,Arangaon,Jamkhed
Balgavhan,Balgavhan,Jamkhed
Bandhkhadak,Bandhkhadak,Jamkhed
Bavi,Bavi,Jamkhed
Bhavarwadi,Bhavarwadi,Jamkhed
Borle,Borle,Jamkhed
Chobhewadi,Chobhewadi,Jamkhed
Chondhi,Chondhi,Jamkhed
Daradwadi,Daradwadi,Jamkhed
Daundachiwadi,Daundachiwadi,Jamkhed
Deodaithan,Deodaithan,Jamkhed
Dhamangaon,Dhamangaon,Jamkhed
Dhanegaon,Dhanegaon,Jamkhed
Dhanora,Dhanora,Jamkhed
Dhond Pargaon,Dhond Pargaon,Jamkhed
Dighol,Dighol,Jamkhed
Disalewadi,Disalewadi,Jamkhed
Dolewadi,Dolewadi,Jamkhed
Dongaon,Dongaon,Jamkhed
Fakrabad,Fakrabad,Jamkhed
Ghodegaon,Ghodegaon,Jamkhed
Girwali,Girwali,Jamkhed
Gurewadi,Gurewadi,Jamkhed
Halgaon,Halgaon,Jamkhed
Hasnabad,Hasnabad,Jamkhed
Jaibhaywadi,Jaibhaywadi,Jamkhed
Jategaon,Jategaon,Jamkhed
Jawala,Jawala,Jamkhed
Jawalke,Jawalke,Jamkhed
Katewadi,Katewadi,Jamkhed
Kaudgaon,Kaudgaon,Jamkhed
Khamgaon,Khamgaon,Jamkhed
Khandvi,Khandvi,Jamkhed
Kharda,Kharda,Jamkhed
Khurdaithan,Khurdaithan,Jamkhed
Kolhewadi,Kolhewadi,Jamkhed
Kusadgaon,Kusadgaon,Jamkhed
Loni,Loni,Jamkhed
Maharuli,Maharuli,Jamkhed
Malewadi,Malewadi,Jamkhed
Matewadi,Matewadi,Jamkhed
Moha,Moha,Jamkhed
Mohari,Mohari,Jamkhed
Mungewadi,Mungewadi,Jamkhed
Munjewadi,Munjewadi,Jamkhed
Nagobawadi,Nagobawadi,Jamkhed
Nahuli,Nahuli,Jamkhed
Nannaj,Nannaj,Jamkhed
Naygaon,Naygaon,Jamkhed
Padali,Padali,Jamkhed
Pandharewadi,Pandharewadi,Jamkhed
Parewadi,Parewadi,Jamkhed
Patoda,Patoda,Jamkhed
Pimpalgaon Alwa,Pimpalgaon Alwa,Jamkhed
Pimpalgaon Unda,Pimpalgaon Unda,Jamkhed
Pimpalwadi,Pimpalwadi,Jamkhed
Pimparkhed,Pimparkhed,Jamkhed
Potewadi,Potewadi,Jamkhed
Rajewadi,Rajewadi,Jamkhed
Rajuri,Rajuri,Jamkhed
Ratnapur,Ratnapur,Jamkhed
Sakat,Sakat,Jamkhed
Sangvi,Sangvi,Jamkhed
Saradwadi,Saradwadi,Jamkhed
Sarola,Sarola,Jamkhed
Satephal,Satephal,Jamkhed
Savargaon,Savargaon,Jamkhed
Shiur,Shiur,Jamkhed
Sonegaon,Sonegaon,Jamkhed
Taradgaon,Taradgaon,Jamkhed
Telangashi,Telangashi,Jamkhed
Vanjarwadi,Vanjarwadi,Jamkhed
Vanjarwadi,Vanjarwadi,Jamkhed
Wagha,Wagha,Jamkhed
Waki,Waki,Jamkhed
Zikri,Zikri,Jamkhed
Akhoni,Akhoni,Karjat
Alsunde,Alsunde,Karjat
Ambijalgaon,Ambijalgaon,Karjat
Anandwadi,Anandwadi,Karjat
Autewadi,Autewadi,Karjat
Babhulgaon Dumala,Babhulgaon Dumala,Karjat
Babhulgaon Khalsa,Babhulgaon Khalsa,Karjat
Bahirobawadi,Bahirobawadi,Karjat
Bajrangwadi,Bajrangwadi,Karjat
Balwandi,Balwandi,Karjat
Baradgaon  Dagadi,Baradgaon  Dagadi,Karjat
Baradgaon Sudrik,Baradgaon Sudrik,Karjat
Bargewadi,Bargewadi,Karjat
Belgaon,Belgaon,Karjat
Benwadi,Benwadi,Karjat
Berdi,Berdi,Karjat
Bhambore,Bhambore,Karjat
Bhandewadi,Bhandewadi,Karjat
Bhose,Bhose,Karjat
Bitkewadi,Bitkewadi,Karjat
Chakhalewadi,Chakhalewadi,Karjat
Chande Bk.,Chande Bk.,Karjat
Chande Kh.,Chande Kh.,Karjat
Chapadgaon,Chapadgaon,Karjat
Chilvadi,Chilvadi,Karjat
Chincholi Kaldat,Chincholi Kaldat,Karjat
Chincholi Ramjan,Chincholi Ramjan,Karjat
Deshmukhwadi,Deshmukhwadi,Karjat
Deulwadi,Deulwadi,Karjat
Dhalwadi,Dhalwadi,Karjat
Dhandewadi,Dhandewadi,Karjat
Dighi,Dighi,Karjat
Diksal,Diksal,Karjat
Dombalwadi,Dombalwadi,Karjat
Dudhodi,Dudhodi,Karjat
Durgaon,Durgaon,Karjat
Ganeshwadi,Ganeshwadi,Karjat
Gaykarwadi (N.V.),Gaykarwadi (N.V.),Karjat
Ghumari,Ghumari,Karjat
Gondardi,Gondardi,Karjat
Goykarwadi,Goykarwadi,Karjat
Gurav Pimpri,Gurav Pimpri,Karjat
Handalwadi,Handalwadi,Karjat
Hingangaon,Hingangaon,Karjat
Holewadi,Holewadi,Karjat
Jalalpur,Jalalpur,Karjat
Jalgaon,Jalgaon,Karjat
Jalkewadi,Jalkewadi,Karjat
Jogeshwarwadi,Jogeshwarwadi,Karjat
Kalyachiwadi,Kalyachiwadi,Karjat
Kangudwadi,Kangudwadi,Karjat
Kaprewadi,Kaprewadi,Karjat
Karbhanwadi,Karbhanwadi,Karjat
Karjat (Ct),Karjat (Ct),Karjat
Karpadi,Karpadi,Karjat
Kaudane,Kaudane,Karjat
Khandale,Khandale,Karjat
Khandavi,Khandavi,Karjat
Khatgaon,Khatgaon,Karjat
Khed,Khed,Karjat
Khurangewadi,Khurangewadi,Karjat
Kokangaon,Kokangaon,Karjat
Kolvadi,Kolvadi,Karjat
Kombhali,Kombhali,Karjat
Kopardi,Kopardi,Karjat
Koregaon,Koregaon,Karjat
Kuldharan,Kuldharan,Karjat
Kumbhefal,Kumbhefal,Karjat
Lonimasadpur,Lonimasadpur,Karjat
Mahi,Mahi,Karjat
Malewadi,Malewadi,Karjat
Malthan,Malthan,Karjat
Mandali,Mandali,Karjat
Manewadi (N.V.),Manewadi (N.V.),Karjat
Mhalangi,Mhalangi,Karjat
Mirajgaon,Mirajgaon,Karjat
Mulewadi,Mulewadi,Karjat
Nagalwadi,Nagalwadi,Karjat
Nagamthan,Nagamthan,Karjat
Nagapur,Nagapur,Karjat
Nandgaon,Nandgaon,Karjat
Nawsarwadi,Nawsarwadi,Karjat
Netakewadi,Netakewadi,Karjat
Nimbe,Nimbe,Karjat
Nimbodi,Nimbodi,Karjat
Nimgaon Daku,Nimgaon Daku,Karjat
Nimgaon Gangarda,Nimgaon Gangarda,Karjat
Paritwadi,Paritwadi,Karjat
Pategaon,Pategaon,Karjat
Patewadi,Patewadi,Karjat
Patharwadi (N.V.),Patharwadi (N.V.),Karjat
Pimpalwadi,Pimpalwadi,Karjat
Rakshaswadi Bk.,Rakshaswadi Bk.,Karjat
Rakshaswadi Kh.,Rakshaswadi Kh.,Karjat
Rashin,Rashin,Karjat
Ratanjan,Ratanjan,Karjat
Raukalewadi (N.V.),Raukalewadi (N.V.),Karjat
Ravalgaon,Ravalgaon,Karjat
Rehekuri,Rehekuri,Karjat
Ruigavhan,Ruigavhan,Karjat
Shegud,Shegud,Karjat
Shimpore,Shimpore,Karjat
Shinde,Shinde,Karjat
Siddhatek,Siddhatek,Karjat
Sitpur,Sitpur,Karjat
Sonalwadi,Sonalwadi,Karjat
Supe,Supe,Karjat
Supekarwadi,Supekarwadi,Karjat
Taju,Taju,Karjat
Takli Khandeshwari,Takli Khandeshwari,Karjat
Talwadi,Talwadi,Karjat
Taradgaon,Taradgaon,Karjat
Thergaon,Thergaon,Karjat
Therwadi,Therwadi,Karjat
Thetewadi,Thetewadi,Karjat
Tikhi,Tikhi,Karjat
Torkadwadi,Torkadwadi,Karjat
Wadgaon Tanpure,Wadgaon Tanpure,Karjat
Walvad,Walvad,Karjat
Waysewadi,Waysewadi,Karjat
Yeswadi,Yeswadi,Karjat
Anchalgaon,Anchalgaon,Kopargaon
Anjanapur,Anjanapur,Kopargaon
Apegaon,Apegaon,Kopargaon
Bahadarbad,Bahadarbad,Kopargaon
Bahadarpur,Bahadarpur,Kopargaon
Baktarpur,Baktarpur,Kopargaon
Bhojade,Bhojade,Kopargaon
Bolaki,Bolaki,Kopargaon
Bramhangaon,Bramhangaon,Kopargaon
Chande Kasare,Chande Kasare,Kopargaon
Chandgavhan,Chandgavhan,Kopargaon
Chas,Chas,Kopargaon
Dahigaon Bolka,Dahigaon Bolka,Kopargaon
Dauch Bk.,Dauch Bk.,Kopargaon
Dauch Kh.,Dauch Kh.,Kopargaon
Derde Chandwad,Derde Chandwad,Kopargaon
Derde Korhale,Derde Korhale,Kopargaon
Dhamori,Dhamori,Kopargaon
Dharangaon,Dharangaon,Kopargaon
Dhondewadi (N.V.),Dhondewadi (N.V.),Kopargaon
Dhotre,Dhotre,Kopargaon
Ghari,Ghari,Kopargaon
Ghoyegaon,Ghoyegaon,Kopargaon
Godhegaon,Godhegaon,Kopargaon
Handewadi,Handewadi,Kopargaon
Hingani,Hingani,Kopargaon
Javalke,Javalke,Kopargaon
Jeur Kumbhari,Jeur Kumbhari,Kopargaon
Jeur Patoda,Jeur Patoda,Kopargaon
Kakadi,Kakadi,Kopargaon
Kanhegaon,Kanhegaon,Kopargaon
Karanji Bk.,Karanji Bk.,Kopargaon
Karwadi,Karwadi,Kopargaon
Kasali,Kasali,Kopargaon
Khirdi Ganesh,Khirdi Ganesh,Kopargaon
Khopadi,Khopadi,Kopargaon
Kokamthan,Kokamthan,Kopargaon
Kolgaon Thadi,Kolgaon Thadi,Kopargaon
Kolpewadi,Kolpewadi,Kopargaon
Kopargaon (R),Kopargaon (R),Kopargaon
Kumbhari,Kumbhari,Kopargaon
Louki,Louki,Kopargaon
Madhi Bk,Madhi Bk,Kopargaon
Madhi Kh.,Madhi Kh.,Kopargaon
Mahegaon Deshmukh,Mahegaon Deshmukh,Kopargaon
Malegaon Thadi,Malegaon Thadi,Kopargaon
Malharwadi,Malharwadi,Kopargaon
Manegaon,Manegaon,Kopargaon
Manjur,Manjur,Kopargaon
Maygaon Devi,Maygaon Devi,Kopargaon
Morvis,Morvis,Kopargaon
Murshatpur,Murshatpur,Kopargaon
Nategaon,Nategaon,Kopargaon
Ogadi,Ogadi,Kopargaon
Padhegaon,Padhegaon,Kopargaon
Pohegaon Bk.,Pohegaon Bk.,Kopargaon
Pohegaon Kh.,Pohegaon Kh.,Kopargaon
Ranjangaon Deshmukh,Ranjangaon Deshmukh,Kopargaon
Rawande,Rawande,Kopargaon
Sade,Sade,Kopargaon
Samvatsar,Samvatsar,Kopargaon
Sangvi Bhusar,Sangvi Bhusar,Kopargaon
Sawalgaon,Sawalgaon,Kopargaon
Shahajapur,Shahajapur,Kopargaon
Shahapur,Shahapur,Kopargaon
Shinganapur,Shinganapur,Kopargaon
Shirasgaon,Shirasgaon,Kopargaon
Sonari,Sonari,Kopargaon
Sonewadi,Sonewadi,Kopargaon
Soyegaon,Soyegaon,Kopargaon
Suregaon,Suregaon,Kopargaon
Takali,Takali,Kopargaon
Talegaon Male,Talegaon Male,Kopargaon
Tilwani,Tilwani,Kopargaon
Ukkadgaon,Ukkadgaon,Kopargaon
Vadgaon,Vadgaon,Kopargaon
Velapur,Velapur,Kopargaon
Ves,Ves,Kopargaon
Wari,Wari,Kopargaon
Yesgaon,Yesgaon,Kopargaon
Agadgaon,Agadgaon,Nagar
Akolner,Akolner,Nagar
Ambilwadi,Ambilwadi,Nagar
Arangaon,Arangaon,Nagar
Athawad,Athawad,Nagar
Avhadwadi,Avhadwadi,Nagar
Baburdibend,Baburdibend,Nagar
Baburdi Ghumat,Baburdi Ghumat,Nagar
Bahirwadi,Bahirwadi,Nagar
Balewadi,Balewadi,Nagar
Bara Babhli,Bara Babhli,Nagar
Bardari,Bardari,Nagar
Bhatodi Pargaon,Bhatodi Pargaon,Nagar
Bhorwadi,Bhorwadi,Nagar
Bhoyare Kh,Bhoyare Kh,Nagar
Bhoyare Pathar,Bhoyare Pathar,Nagar
Burhanagar (Ct),Burhanagar (Ct),Nagar
Burudgaon,Burudgaon,Nagar
Chas,Chas,Nagar
Chichondi Patil,Chichondi Patil,Nagar
Dahigaon,Dahigaon,Nagar
Darewadi (Ct),Darewadi (Ct),Nagar
Dashmigavhan,Dashmigavhan,Nagar
Dehere,Dehere,Nagar
Deogaon,Deogaon,Nagar
Deulgaon Siddhi,Deulgaon Siddhi,Nagar
Dhangarwadi,Dhangarwadi,Nagar
Dongargan,Dongargan,Nagar
Ghanegaon,Ghanegaon,Nagar
Ghospuri,Ghospuri,Nagar
Gundegaon,Gundegaon,Nagar
Gunwadi,Gunwadi,Nagar
Hamidpur,Hamidpur,Nagar
Hatwalan,Hatwalan,Nagar
Hingangaon,Hingangaon,Nagar
Hivare Zare,Hivare Zare,Nagar
Hivrebajar,Hivrebajar,Nagar
Imampur,Imampur,Nagar
Islak,Islak,Nagar
Ismalpur,Ismalpur,Nagar
Jadhavwadi,Jadhavwadi,Nagar
Jakhangaon,Jakhangaon,Nagar
Jamb,Jamb,Nagar
Jeur,Jeur,Nagar
Kamargaon,Kamargaon,Nagar
Kapurwadi,Kapurwadi,Nagar
Karjunekhare,Karjunekhare,Nagar
Kaudgaon,Kaudgaon,Nagar
Khadaki,Khadaki,Nagar
Khandala,Khandala,Nagar
Khandke,Khandke,Nagar
Khatgaon Takli,Khatgaon Takli,Nagar
Khospuri,Khospuri,Nagar
Kolhewadi,Kolhewadi,Nagar
Kolpe Akhada,Kolpe Akhada,Nagar
Madadgaon,Madadgaon,Nagar
Majale-Chincholi,Majale-Chincholi,Nagar
Mandave,Mandave,Nagar
Manjar Sumbha,Manjar Sumbha,Nagar
Mathani,Mathani,Nagar
Mathpimpri,Mathpimpri,Nagar
Mehekari,Mehekari,Nagar
Nagapur (Ct),Nagapur (Ct),Nagar
Nagardeole (Ct),Nagardeole (Ct),Nagar
Nandgaon,Nandgaon,Nagar
Narayan Doho,Narayan Doho,Nagar
Nepti,Nepti,Nagar
Nimblak,Nimblak,Nagar
Nimbodi,Nimbodi,Nagar
Nimgaon Ghana,Nimgaon Ghana,Nagar
Nimgaon Wagha,Nimgaon Wagha,Nagar
Pangarmal,Pangarmal,Nagar
Parewadi (Pargaon) (N.V.),Parewadi (Pargaon) (N.V.),Nagar
Pargaon Bhatodi,Pargaon Bhatodi,Nagar
Pargaon Maula,Pargaon Maula,Nagar
Pimpalgaon Kauda,Pimpalgaon Kauda,Nagar
Pimpalgaon Landga,Pimpalgaon Landga,Nagar
Pimpalgaon Malvi,Pimpalgaon Malvi,Nagar
Pimpalgaon Ujjaini,Pimpalgaon Ujjaini,Nagar
Pimpalgaon Wagha,Pimpalgaon Wagha,Nagar
Pimpari Ghumat,Pimpari Ghumat,Nagar
Pokhardi,Pokhardi,Nagar
Ralegan,Ralegan,Nagar
Ranjani,Ranjani,Nagar
Ratadgaon,Ratadgaon,Nagar
Rui Chhattishi,Rui Chhattishi,Nagar
Sakat Kh.,Sakat Kh.,Nagar
Sandave,Sandave,Nagar
Sarola Baddi,Sarola Baddi,Nagar
Sarola Kasar,Sarola Kasar,Nagar
Sasewadi,Sasewadi,Nagar
Shahapur,Shahapur,Nagar
Shahapur-Ketki,Shahapur-Ketki,Nagar
Shendi,Shendi,Nagar
Shingawe,Shingawe,Nagar
Shiradhon,Shiradhon,Nagar
Sonewadi,Sonewadi,Nagar
Sonewadi,Sonewadi,Nagar
Sujalpur,Sujalpur,Nagar
Takali Kazi,Takali Kazi,Nagar
Takali Khatgaon,Takali Khatgaon,Nagar
Tandali Wadgaon,Tandali Wadgaon,Nagar
Udarmal,Udarmal,Nagar
Ukkadgaon,Ukkadgaon,Nagar
Vadgaongupta,Vadgaongupta,Nagar
Vilad,Vilad,Nagar
Wadarwadi  (N.V.),Wadarwadi  (N.V.),Nagar
Wadgaon Tandali,Wadgaon Tandali,Nagar
Wakodi,Wakodi,Nagar
Walki,Walki,Nagar
Walunj,Walunj,Nagar
Warulwadi,Warulwadi,Nagar
Watephal,Watephal,Nagar
Amalner,Amalner,Nevasa
Antarwali,Antarwali,Nevasa
Babhulkhede,Babhulkhede,Nevasa
Babhulwedhe,Babhulwedhe,Nevasa
Bahirwadi,Bahirwadi,Nevasa
Baku Pimpalgaon,Baku Pimpalgaon,Nevasa
Barhanpur,Barhanpur,Nevasa
Belhekarwadi,Belhekarwadi,Nevasa
Belpandhari,Belpandhari,Nevasa
Belpimpalgaon,Belpimpalgaon,Nevasa
Bhalgaon,Bhalgaon,Nevasa
Bhanashiware,Bhanashiware,Nevasa
Bhende Bk.,Bhende Bk.,Nevasa
Bhende Kh.,Bhende Kh.,Nevasa
Borgaon,Borgaon,Nevasa
Chanda,Chanda,Nevasa
Chilekhanwadi,Chilekhanwadi,Nevasa
Chinchban,Chinchban,Nevasa
Dedgaon,Dedgaon,Nevasa
Deogaon,Deogaon,Nevasa
Deosade,Deosade,Nevasa
Dhamori,Dhamori,Nevasa
Dhangarwadi,Dhangarwadi,Nevasa
Dhangarwadi,Dhangarwadi,Nevasa
Dighi,Dighi,Nevasa
Fattepur,Fattepur,Nevasa
Galnimb,Galnimb,Nevasa
Ganeshwadi,Ganeshwadi,Nevasa
Georai,Georai,Nevasa
Ghodegaon,Ghodegaon,Nevasa
Ghogargaon,Ghogargaon,Nevasa
Gidegaon,Gidegaon,Nevasa
Godhegaon,Godhegaon,Nevasa
Gogalgaon,Gogalgaon,Nevasa
Gomalwadi,Gomalwadi,Nevasa
Gondegaon,Gondegaon,Nevasa
Gonegaon,Gonegaon,Nevasa
Gopalpur,Gopalpur,Nevasa
Goyegavhan,Goyegavhan,Nevasa
Handi Nimgaon,Handi Nimgaon,Nevasa
Hingoni,Hingoni,Nevasa
Imampur,Imampur,Nevasa
Jainpur,Jainpur,Nevasa
Jalke Bk.,Jalke Bk.,Nevasa
Jalke Kh.,Jalke Kh.,Nevasa
Jayagude Akhada,Jayagude Akhada,Nevasa
Jeur,Jeur,Nevasa
Kangoni,Kangoni,Nevasa
Karajgaon,Karajgaon,Nevasa
Karegaon,Karegaon,Nevasa
Kautha,Kautha,Nevasa
Khadke,Khadke,Nevasa
Khalal  Pimpri,Khalal  Pimpri,Nevasa
Khamgaon,Khamgaon,Nevasa
Kharwandi,Kharwandi,Nevasa
Khedle Kajali,Khedle Kajali,Nevasa
Khedle Parmanand,Khedle Parmanand,Nevasa
Khunegaon,Khunegaon,Nevasa
Khupti,Khupti,Nevasa
Kukana,Kukana,Nevasa
Landewadi,Landewadi,Nevasa
Lekurwali Akhada,Lekurwali Akhada,Nevasa
Loharwadi,Loharwadi,Nevasa
Lohgaon,Lohgaon,Nevasa
Madki,Madki,Nevasa
Mahalaxmi Hivare,Mahalaxmi Hivare,Nevasa
Maka,Maka,Nevasa
Maktapur,Maktapur,Nevasa
Malewadi Dumala,Malewadi Dumala,Nevasa
Malewadi Khalsa,Malewadi Khalsa,Nevasa
Malichinchora,Malichinchora,Nevasa
Mandegavhan,Mandegavhan,Nevasa
Manglapur,Manglapur,Nevasa
Mhalapur,Mhalapur,Nevasa
Mhalas Pimpalgaon,Mhalas Pimpalgaon,Nevasa
Mhasale,Mhasale,Nevasa
Morgavhan,Morgavhan,Nevasa
Moryachinchore,Moryachinchore,Nevasa
Mukindpur,Mukindpur,Nevasa
Murme,Murme,Nevasa
Nagapur,Nagapur,Nevasa
Najik Chincholi,Najik Chincholi,Nevasa
Nandur Shikari,Nandur Shikari,Nevasa
Narayanwadi,Narayanwadi,Nevasa
Navi Chandgaon,Navi Chandgaon,Nevasa
Nevasa Bk.,Nevasa Bk.,Nevasa
Nevasa Kh.(Rural),Nevasa Kh.(Rural),Nevasa
Nimbhari,Nimbhari,Nevasa
Nipani Nimgaon,Nipani Nimgaon,Nevasa
Pachegaon,Pachegaon,Nevasa
Pachunde,Pachunde,Nevasa
Panaswadi,Panaswadi,Nevasa
Panegaon,Panegaon,Nevasa
Patharwale,Patharwale,Nevasa
Pichadgaon,Pichadgaon,Nevasa
Pimpri Shahali,Pimpri Shahali,Nevasa
Pravara Sangam,Pravara Sangam,Nevasa
Punatgaon,Punatgaon,Nevasa
Rajegaon,Rajegaon,Nevasa
Ramdoh,Ramdoh,Nevasa
Ranjangaon,Ranjangaon,Nevasa
Rastapur,Rastapur,Nevasa
Salabatpur,Salabatpur,Nevasa
Shahapur,Shahapur,Nevasa
Shinganapur,Shinganapur,Nevasa
Shingve Tukai,Shingve Tukai,Nevasa
Shirasgaon,Shirasgaon,Nevasa
Siregaon,Siregaon,Nevasa
