id,label,parentId
Kanhalgaon,Kanhalgaon,Chimur
Kanhalgaon Brahman,Kanhalgaon Brahman,Chimur
Kanhalgaon Kunbi,Kanhalgaon Kunbi,Chimur
Kaparla Bk.,Kaparla Bk.,Chimur
Kaparla Kh,Kaparla Kh,Chimur
Karbada,Karbada,Chimur
Karghata,Karghata,Chimur
Kasaba Pipari,Kasaba Pipari,Chimur
Kasarbodi,Kasarbodi,Chimur
Kasarbodi,Kasarbodi,Chimur
Katebothali,Katebothali,Chimur
Kawadsi Dak Banglow,Kawadsi Dak Banglow,Chimur
Kawadsi Deshmane,Kawadsi Deshmane,Chimur
Kawadsi Rodi,Kawadsi Rodi,Chimur
Kawathala,Kawathala,Chimur
Kesalabodi,Kesalabodi,Chimur
Kesalapur,Kesalapur,Chimur
Kewada,Kewada,Chimur
Khadsangi,Khadsangi,Chimur
Khairi,Khairi,Chimur
Khambala,Khambala,Chimur
Khandala,Khandala,Chimur
Khandala,Khandala,Chimur
Khangaon,Khangaon,Chimur
Khapari,Khapari,Chimur
Khapari,Khapari,Chimur
Khapari,Khapari,Chimur
Khapari Dharmu,Khapari Dharmu,Chimur
Khapari Majara,Khapari Majara,Chimur
Kharkada,Kharkada,Chimur
Khatoda,Khatoda,Chimur
Khokarla,Khokarla,Chimur
Khursapar,Khursapar,Chimur
Khursapur,Khursapur,Chimur
Khutala,Khutala,Chimur
Kitadi,Kitadi,Chimur
Kitadi,Kitadi,Chimur
Kitadi Tukum,Kitadi Tukum,Chimur
Kolara,Kolara,Chimur
Kolara Kh.,Kolara Kh.,Chimur
Kolara Tukum,Kolara Tukum,Chimur
Kolari,Kolari,Chimur
Kosambi,Kosambi,Chimur
Kos Kanhal,Kos Kanhal,Chimur
Kotgaon,Kotgaon,Chimur
Kotgaon,Kotgaon,Chimur
Kothari,Kothari,Chimur
Kothari Rith,Kothari Rith,Chimur
Ladegaon,Ladegaon,Chimur
Lawari,Lawari,Chimur
Lawari,Lawari,Chimur
Lohara Bj,Lohara Bj,Chimur
Lohara Chak,Lohara Chak,Chimur
Lohara Kh,Lohara Kh,Chimur
Madnagad,Madnagad,Chimur
Madnapur,Madnapur,Chimur
Madnapur Tukum,Madnapur Tukum,Chimur
Mahadwadi,Mahadwadi,Chimur
Mahalgaon,Mahalgaon,Chimur
Mahar Majara,Mahar Majara,Chimur
Majara Begde,Majara Begde,Chimur
Majara Matol,Majara Matol,Chimur
Makona,Makona,Chimur
Malewada,Malewada,Chimur
Mandavzari,Mandavzari,Chimur
Manemohadi,Manemohadi,Chimur
Mangal Fusi,Mangal Fusi,Chimur
Mangalgaon,Mangalgaon,Chimur
Mangali,Mangali,Chimur
Mangrud,Mangrud,Chimur
Manusmari,Manusmari,Chimur
Maregaon,Maregaon,Chimur
Masal Bk,Masal Bk,Chimur
Masal Kh.,Masal Kh.,Chimur
Masal Tukum,Masal Tukum,Chimur
Mendha,Mendha,Chimur
Metepar,Metepar,Chimur
Mhasali,Mhasali,Chimur
Minzari,Minzari,Chimur
Minzari,Minzari,Chimur
Mokhala,Mokhala,Chimur
Motegaon,Motegaon,Chimur
Murpar,Murpar,Chimur
Murpar,Murpar,Chimur
Murpar Tukum,Murpar Tukum,Chimur
Nandara,Nandara,Chimur
Navatala,Navatala,Chimur
Navegaon,Navegaon,Chimur
Navegaon Brahman,Navegaon Brahman,Chimur
Navegaon Peth,Navegaon Peth,Chimur
Navin Navegaon,Navin Navegaon,Chimur
Neri,Neri,Chimur
Nimdhela,Nimdhela,Chimur
Owala,Owala,Chimur
Pachgaon,Pachgaon,Chimur
Palasgaon,Palasgaon,Chimur
Pandharpauni,Pandharpauni,Chimur
Pandharwani,Pandharwani,Chimur
Panjarepar,Panjarepar,Chimur
Panjarepar,Panjarepar,Chimur
Paradpar,Paradpar,Chimur
Pardhanheti,Pardhanheti,Chimur
Pardi,Pardi,Chimur
Parsodi,Parsodi,Chimur
Pendhari,Pendhari,Chimur
Pendhari Bhagade,Pendhari Bhagade,Chimur
Pendhari Tukum,Pendhari Tukum,Chimur
Pethbhansuli,Pethbhansuli,Chimur
Pimpalgaon,Pimpalgaon,Chimur
Pimpalneri,Pimpalneri,Chimur
Piparda,Piparda,Chimur
Pitichua,Pitichua,Chimur
Pitichua,Pitichua,Chimur
Puyardand,Puyardand,Chimur
Ramdegi,Ramdegi,Chimur
Rampur R,Rampur R,Chimur
Rengabodi R,Rengabodi R,Chimur
Rohana,Rohana,Chimur
Salori,Salori,Chimur
Saradpar,Saradpar,Chimur
Satara,Satara,Chimur
Satara,Satara,Chimur
Sathgaon,Sathgaon,Chimur
Sawali,Sawali,Chimur
Sawargaon,Sawargaon,Chimur
Sawari,Sawari,Chimur
Sawarla,Sawarla,Chimur
Sawarla Rith,Sawarla Rith,Chimur
Shankarpur,Shankarpur,Chimur
Shedegaon,Shedegaon,Chimur
Shirpur,Shirpur,Chimur
Shivan Payali,Shivan Payali,Chimur
Shivapur,Shivapur,Chimur
Shiwara,Shiwara,Chimur
Siraspur,Siraspur,Chimur
Sonegaon,Sonegaon,Chimur
Sonegaon,Sonegaon,Chimur
Sonegaon Begde,Sonegaon Begde,Chimur
Sonegaon Gawande,Sonegaon Gawande,Chimur
Sonegaon Van,Sonegaon Van,Chimur
Susundi,Susundi,Chimur
Susundri,Susundri,Chimur
Taki,Taki,Chimur
Talodhi Gaonganna,Talodhi Gaonganna,Chimur
Talodhi Tukum,Talodhi Tukum,Chimur
Tekadi,Tekadi,Chimur
Tekadi,Tekadi,Chimur
Tekadi Mandavzari,Tekadi Mandavzari,Chimur
Tekadi Paiku,Tekadi Paiku,Chimur
Tekadi Subhani,Tekadi Subhani,Chimur
Tekepar,Tekepar,Chimur
Tekepar Rith,Tekepar Rith,Chimur
Tekepar Tukum,Tekepar Tukum,Chimur
Thana,Thana,Chimur
Tirkhura,Tirkhura,Chimur
Titawi,Titawi,Chimur
Umari Butti,Umari Butti,Chimur
Umarpeth,Umarpeth,Chimur
Urkudpar,Urkudpar,Chimur
Usegaon,Usegaon,Chimur
Vahangaon,Vahangaon,Chimur
Vakarla,Vakarla,Chimur
Vihirgaon,Vihirgaon,Chimur
Vihirgaon Tukum,Vihirgaon Tukum,Chimur
Vinoli,Vinoli,Chimur
Vinoli,Vinoli,Chimur
Wadala,Wadala,Chimur
Wadala Paiku,Wadala Paiku,Chimur
Wadasi,Wadasi,Chimur
Wadegaon Mal,Wadegaon Mal,Chimur
Wadhona,Wadhona,Chimur
Wagdara,Wagdara,Chimur
Wagdara Chak,Wagdara Chak,Chimur
Waghal Peth,Waghal Peth,Chimur
Wagheda,Wagheda,Chimur
Wagholi,Wagholi,Chimur
Wasan Vihira,Wasan Vihira,Chimur
Yerkheda,Yerkheda,Chimur
Zari,Zari,Chimur
Zari,Zari,Chimur
Adegaon,Adegaon,Gondpipri
Aksapur,Aksapur,Gondpipri
Arvi,Arvi,Gondpipri
Bhanar Heti,Bhanar Heti,Gondpipri
Bhangarpeth (N.V.),Bhangarpeth (N.V.),Gondpipri
Bhangram Talodhi,Bhangram Talodhi,Gondpipri
Borgaon,Borgaon,Gondpipri
Chak Bapur,Chak Bapur,Gondpipri
Chak Beradi,Chak Beradi,Gondpipri
Chak Borgaon,Chak Borgaon,Gondpipri
Chak Darur,Chak Darur,Gondpipri
Chak Dongargaon,Chak Dongargaon,Gondpipri
Chak Ghadoli,Chak Ghadoli,Gondpipri
Chak Gojoti,Chak Gojoti,Gondpipri
Chak Likhitwada,Chak Likhitwada,Gondpipri
Chak Nandgaon,Chak Nandgaon,Gondpipri
Chak Navegaon,Chak Navegaon,Gondpipri
Chak Pargaon,Chak Pargaon,Gondpipri
Chak Pellur,Chak Pellur,Gondpipri
Chak Pipari,Chak Pipari,Gondpipri
Chak Somanpalli,Chak Somanpalli,Gondpipri
Chak Sukwasi,Chak Sukwasi,Gondpipri
Chak Talodhi,Chak Talodhi,Gondpipri
Chak Tarada,Chak Tarada,Gondpipri
Chak Vihirgaon,Chak Vihirgaon,Gondpipri
Chak Vithalwada,Chak Vithalwada,Gondpipri
Chak Wedgaon,Chak Wedgaon,Gondpipri
Chak Wedgaon,Chak Wedgaon,Gondpipri
Chek Borgaon (Rithi),Chek Borgaon (Rithi),Gondpipri
Chek Dubarpeth,Chek Dubarpeth,Gondpipri
Chek Gojoli,Chek Gojoli,Gondpipri
Chek Vithalwada,Chek Vithalwada,Gondpipri
Chek Wadkuli,Chek Wadkuli,Gondpipri
Chiwandha,Chiwandha,Gondpipri
Darur,Darur,Gondpipri
Dhaba,Dhaba,Gondpipri
Dhamangaon,Dhamangaon,Gondpipri
Dhamanpeth,Dhamanpeth,Gondpipri
Dhanapur,Dhanapur,Gondpipri
Dongargaon Mal,Dongargaon Mal,Gondpipri
Dubar Peth Chak,Dubar Peth Chak,Gondpipri
Fulora,Fulora,Gondpipri
Furdi Heti,Furdi Heti,Gondpipri
Ganesh Pipari,Ganesh Pipari,Gondpipri
Ganpur,Ganpur,Gondpipri
Ghadoli,Ghadoli,Gondpipri
Gojoli Makta,Gojoli Makta,Gondpipri
Gondpipri (Ct),Gondpipri (Ct),Gondpipri
Gujari,Gujari,Gondpipri
Heti Nandgaon,Heti Nandgaon,Gondpipri
Hiwara,Hiwara,Gondpipri
Kanhalgaon,Kanhalgaon,Gondpipri
Karanji,Karanji,Gondpipri
Kharal Peth,Kharal Peth,Gondpipri
Kirmiri,Kirmiri,Gondpipri
Kondhana,Kondhana,Gondpipri
Korambi,Korambi,Gondpipri
Kudesavali,Kudesavali,Gondpipri
Kultha,Kultha,Gondpipri
Kunde Nandgaon,Kunde Nandgaon,Gondpipri
Lathi,Lathi,Gondpipri
Likhitwada Rith,Likhitwada Rith,Gondpipri
Mangal Peth,Mangal Peth,Gondpipri
Nandgaon,Nandgaon,Gondpipri
Nandwardhan,Nandwardhan,Gondpipri
Nawegaon Waghade,Nawegaon Waghade,Gondpipri
Pachgaon,Pachgaon,Gondpipri
Panora,Panora,Gondpipri
Pardi,Pardi,Gondpipri
Parsodi,Parsodi,Gondpipri
Patalwada,Patalwada,Gondpipri
Patalwada Chak,Patalwada Chak,Gondpipri
Pipari Tukum,Pipari Tukum,Gondpipri
Polsa,Polsa,Gondpipri
Ralapeth,Ralapeth,Gondpipri
Sakmur,Sakmur,Gondpipri
Salezari,Salezari,Gondpipri
Sarandi,Sarandi,Gondpipri
Shivani Deshpande,Shivani Deshpande,Gondpipri
Sirsi Deulwar,Sirsi Deulwar,Gondpipri
Somanpalli,Somanpalli,Gondpipri
Sonapur Deshpande,Sonapur Deshpande,Gondpipri
Supgaon,Supgaon,Gondpipri
Surgaon,Surgaon,Gondpipri
Tarda,Tarda,Gondpipri
Tarsa Bk.,Tarsa Bk.,Gondpipri
Tarsa Kh.,Tarsa Kh.,Gondpipri
Tekoda,Tekoda,Gondpipri
Tohogaon,Tohogaon,Gondpipri
Tomta,Tomta,Gondpipri
Undirgaon Alies Kantepeth,Undirgaon Alies Kantepeth,Gondpipri
Undirgaon Ryt.,Undirgaon Ryt.,Gondpipri
Vihirgaon,Vihirgaon,Gondpipri
Vithalwada,Vithalwada,Gondpipri
Vyankatpur,Vyankatpur,Gondpipri
Vyankatpur Chak,Vyankatpur Chak,Gondpipri
Wadholi,Wadholi,Gondpipri
Wadkuli,Wadkuli,Gondpipri
Wamanpalli,Wamanpalli,Gondpipri
Watrana,Watrana,Gondpipri
Wedgaon,Wedgaon,Gondpipri
Wejgaon,Wejgaon,Gondpipri
Yen Bothala,Yen Bothala,Gondpipri
Ambezari,Ambezari,Jiwati
Antapur,Antapur,Jiwati
Asapur,Asapur,Jiwati
Babapur,Babapur,Jiwati
Belgaon,Belgaon,Jiwati
Bhai Pathar,Bhai Pathar,Jiwati
Bhavi,Bhavi,Jiwati
Bhokasapur,Bhokasapur,Jiwati
Chikali Kh.,Chikali Kh.,Jiwati
Chikhali Bk.,Chikhali Bk.,Jiwati
Dampur Mohada,Dampur Mohada,Jiwati
Dewalaguda,Dewalaguda,Jiwati
Dhanakdevi,Dhanakdevi,Jiwati
Dharmaram,Dharmaram,Jiwati
Dharpana,Dharpana,Jiwati
Dhonda Arjuni,Dhonda Arjuni,Jiwati
Dhonda Mandwa,Dhonda Mandwa,Jiwati
Dongargaon,Dongargaon,Jiwati
Gadh  Pandharwani,Gadh  Pandharwani,Jiwati
Ganevi,Ganevi,Jiwati
Govindpur(Dewada),Govindpur(Dewada),Jiwati
Gudsela,Gudsela,Jiwati
Hatkarguda,Hatkarguda,Jiwati
Himayatnagar (N.V.),Himayatnagar (N.V.),Jiwati
Jabhuldhara,Jabhuldhara,Jiwati
Jankapur,Jankapur,Jiwati
Jiwati,Jiwati,Jiwati
Kakaban,Kakaban,Jiwati
Kamalpur,Kamalpur,Jiwati
Karankodi,Karankodi,Jiwati
Kargaon Kh.,Kargaon Kh.,Jiwati
Kekezari,Kekezari,Jiwati
Khadki (Hirapur),Khadki (Hirapur),Jiwati
Khadki Jamni,Khadki Jamni,Jiwati
Kodepur,Kodepur,Jiwati
Kotha Bu,Kotha Bu,Jiwati
Kumbhezari,Kumbhezari,Jiwati
Kusumbi,Kusumbi,Jiwati
Labhanguda,Labhanguda,Jiwati
Lambori,Lambori,Jiwati
Lendiguda,Lendiguda,Jiwati
Loldoh,Loldoh,Jiwati
Mahapandrwani,Mahapandrwani,Jiwati
Mahjarajguda,Mahjarajguda,Jiwati
Manguda,Manguda,Jiwati
Maraipatann,Maraipatann,Jiwati
Markagondi,Markagondi,Jiwati
Markagondi-Dhanak,Markagondi-Dhanak,Jiwati
Markalmetta,Markalmetta,Jiwati
Mohada,Mohada,Jiwati
Mohdal Bhanguda,Mohdal Bhanguda,Jiwati
Mukadamguda,Mukadamguda,Jiwati
Nagapur,Nagapur,Jiwati
Nagrala,Nagrala,Jiwati
Nandappa,Nandappa,Jiwati
Narpathar,Narpathar,Jiwati
Naywada,Naywada,Jiwati
Nokewada,Nokewada,Jiwati
Padamavati,Padamavati,Jiwati
Palasguda,Palasguda,Jiwati
Paldoh,Paldoh,Jiwati
Pallezari,Pallezari,Jiwati
Pandharwani(Gad) (Dewada),Pandharwani(Gad) (Dewada),Jiwati
Parmdoli,Parmdoli,Jiwati
Pataguda,Pataguda,Jiwati
Patan,Patan,Jiwati
Pedhaasapur,Pedhaasapur,Jiwati
Pitiguda No.1,Pitiguda No.1,Jiwati
Pitiguda No.2,Pitiguda No.2,Jiwati
Pudiyal Mohada,Pudiyal Mohada,Jiwati
Punaguda,Punaguda,Jiwati
Rahpalli Bk.,Rahpalli Bk.,Jiwati
Rahpalli Kh,Rahpalli Kh,Jiwati
Sarangpur,Sarangpur,Jiwati
Sevadasngar,Sevadasngar,Jiwati
Sevanagar,Sevanagar,Jiwati
Shankarlodhi,Shankarlodhi,Jiwati
Shedwahi,Shedwahi,Jiwati
Shed Wahi (Lambori),Shed Wahi (Lambori),Jiwati
Shengaon,Shengaon,Jiwati
Singarpathar,Singarpathar,Jiwati
Sorakasa,Sorakasa,Jiwati
Tatakohad,Tatakohad,Jiwati
Teka Arjuni,Teka Arjuni,Jiwati
Teka Mandwa,Teka Mandwa,Jiwati
Titvi,Titvi,Jiwati
Wadiguda,Wadiguda,Jiwati
Wani Bk,Wani Bk,Jiwati
Wani (Kh.),Wani (Kh.),Jiwati
Yellapur,Yellapur,Jiwati
Yeromi Isapur,Yeromi Isapur,Jiwati
Yessapur,Yessapur,Jiwati
Akola,Akola,Korpana
Antargaon Bk.,Antargaon Bk.,Korpana
Asan Bk.,Asan Bk.,Korpana
Asan Kh.,Asan Kh.,Korpana
Awalpur (Ct),Awalpur (Ct),Korpana
Bakhardi,Bakhardi,Korpana
Belgaon,Belgaon,Korpana
Bharkigude (Rith),Bharkigude (Rith),Korpana
Bharosa,Bharosa,Korpana
Bhoiguda,Bhoiguda,Korpana
Bhoyegaon,Bhoyegaon,Korpana
Bibi,Bibi,Korpana
Borgaon,Borgaon,Korpana
Borgaon Bk.,Borgaon Bk.,Korpana
Borgaon Kh.,Borgaon Kh.,Korpana
Bori Navegaon,Bori Navegaon,Korpana
Chanai Bk.,Chanai Bk.,Korpana
Chanai Kh.,Chanai Kh.,Korpana
Chandur (Ct),Chandur (Ct),Korpana
Chichkhod,Chichkhod,Korpana
Chich Navegaon,Chich Navegaon,Korpana
Chincholi,Chincholi,Korpana
Chopan,Chopan,Korpana
Dahegaon,Dahegaon,Korpana
Devghat Rith,Devghat Rith,Korpana
Dhamangaon,Dhamangaon,Korpana
Dhanoli,Dhanoli,Korpana
Dhanoli Tanda,Dhanoli Tanda,Korpana
Dhoptala(Seraj),Dhoptala(Seraj),Korpana
Dhotala,Dhotala,Korpana
Dhunki,Dhunki,Korpana
Durgadi,Durgadi,Korpana
Ekodi,Ekodi,Korpana
Erai,Erai,Korpana
Gadchandur,Gadchandur,Korpana
Gadegaon,Gadegaon,Korpana
Gandhinagar,Gandhinagar,Korpana
Ganeshmod Rith,Ganeshmod Rith,Korpana
Geevra Rith,Geevra Rith,Korpana
Ghodamjuda,Ghodamjuda,Korpana
Gopalpur,Gopalpur,Korpana
Govindpur (Parsoda),Govindpur (Parsoda),Korpana
Hatloni,Hatloni,Korpana
Heti,Heti,Korpana
Hirapur(Songoda),Hirapur(Songoda),Korpana
Injapur,Injapur,Korpana
Jaitapur,Jaitapur,Korpana
Jamuldhara(Kanhalgaon),Jamuldhara(Kanhalgaon),Korpana
Jewara (Bhoygaon),Jewara (Bhoygaon),Korpana
Jewara (Kanhalgaon),Jewara (Kanhalgaon),Korpana
Kadholi Kh.,Kadholi Kh.,Korpana
Kanhalgaon,Kanhalgaon,Korpana
Karawa,Karawa,Korpana
Kargaon Bk.,Kargaon Bk.,Korpana
Karwahi,Karwahi,Korpana
Katlabodi,Katlabodi,Korpana
Kavithgaon(Rith),Kavithgaon(Rith),Korpana
Kawathala,Kawathala,Korpana
Kerambodi,Kerambodi,Korpana
Khadki (Rupapeth),Khadki (Rupapeth),Korpana
Khairgaon(Gadegaon),Khairgaon(Gadegaon),Korpana
Khairgaon (Korpana),Khairgaon (Korpana),Korpana
Khairgaon(Rith),Khairgaon(Rith),Korpana
Khirdi,Khirdi,Korpana
Kodsi Bk.,Kodsi Bk.,Korpana
Kodsi Kh.,Kodsi Kh.,Korpana
Kolamguda,Kolamguda,Korpana
Kolhapur,Kolhapur,Korpana
Koradi,Koradi,Korpana
Korpana,Korpana,Korpana
Kothoda Bk.,Kothoda Bk.,Korpana
Kothoda Kh.,Kothoda Kh.,Korpana
Kukadsath,Kukadsath,Korpana
Kukalbodi,Kukalbodi,Korpana
Kusal,Kusal,Korpana
Lakhamapur,Lakhamapur,Korpana
Lalguda,Lalguda,Korpana
Loni,Loni,Korpana
Mandawa,Mandawa,Korpana
Mangulhira,Mangulhira,Korpana
Matha,Matha,Korpana
Maykalpur,Maykalpur,Korpana
Mehandi,Mehandi,Korpana
Nanda (Ct),Nanda (Ct),Korpana
Nandgaon,Nandgaon,Korpana
Naranda,Naranda,Korpana
Navegaon(Koradi),Navegaon(Koradi),Korpana
Nijamgondi,Nijamgondi,Korpana
Nimani,Nimani,Korpana
Nokari(Palgaon),Nokari(Palgaon),Korpana
Pakalsira,Pakalsira,Korpana
Palezari,Palezari,Korpana
Palgaon,Palgaon,Korpana
Paramba,Paramba,Korpana
Pardhiguda,Pardhiguda,Korpana
Pardi,Pardi,Korpana
Parsoda,Parsoda,Korpana
Pipalgaon,Pipalgaon,Korpana
Piparda,Piparda,Korpana
Pipri,Pipri,Korpana
Raipur,Raipur,Korpana
Rajurguda,Rajurguda,Korpana
Rampur,Rampur,Korpana
Rupapeth,Rupapeth,Korpana
Sangoda,Sangoda,Korpana
Sawalhira,Sawalhira,Korpana
Seraj Kh.,Seraj Kh.,Korpana
Sheraj Bk,Sheraj Bk,Korpana
Shivapur,Shivapur,Korpana
Shivnaranda,Shivnaranda,Korpana
Sonurli,Sonurli,Korpana
Sonurli (Wansadi),Sonurli (Wansadi),Korpana
Talodhi,Talodhi,Korpana
Tambadi,Tambadi,Korpana
Tamsi,Tamsi,Korpana
Tangala,Tangala,Korpana
Thippa,Thippa,Korpana
Thutra,Thutra,Korpana
Tulsi,Tulsi,Korpana
Umarvihira,Umarvihira,Korpana
Upparwahi,Upparwahi,Korpana
Vihirgoan,Vihirgoan,Korpana
Virur(Gadegaon),Virur(Gadegaon),Korpana
Wadgaon,Wadgaon,Korpana
Wanoja,Wanoja,Korpana
Wansadi,Wansadi,Korpana
Yergavhan,Yergavhan,Korpana
Zoting,Zoting,Korpana
Zulbardi,Zulbardi,Korpana
Agdi,Agdi,Mul
Akapur,Akapur,Mul
Akapur,Akapur,Mul
Akapur Raiyyatwari,Akapur Raiyyatwari,Mul
Alewahi Alias Nawegaon,Alewahi Alias Nawegaon,Mul
Babrala,Babrala,Mul
Belgata Chak No.1,Belgata Chak No.1,Mul
Belgata Chak No.2,Belgata Chak No.2,Mul
Belgata Mal,Belgata Mal,Mul
Bembal,Bembal,Mul
Bendewahi Rith,Bendewahi Rith,Mul
Bhadurni,Bhadurni,Mul
Bhagwanpur,Bhagwanpur,Mul
Bhawarala,Bhawarala,Mul
Bhejgaon,Bhejgaon,Mul
Bijapur Rith,Bijapur Rith,Mul
Bondala Bk.,Bondala Bk.,Mul
Bondala Kh.,Bondala Kh.,Mul
Borchandli,Borchandli,Mul
Borghatmal,Borghatmal,Mul
Borghat Raiyyatwari,Borghat Raiyyatwari,Mul
Chak Bembal,Chak Bembal,Mul
Chak Chikhli No.1,Chak Chikhli No.1,Mul
Chak Chiroli,Chak Chiroli,Mul
Chak Dagadtala,Chak Dagadtala,Mul
Chak Ghosari,Chak Ghosari,Mul
Chak Kanhalgaon,Chak Kanhalgaon,Mul
Chak Katwan,Chak Katwan,Mul
Chak Naleshwar,Chak Naleshwar,Mul
Chak Sarajkheda,Chak Sarajkheda,Mul
Chandapur,Chandapur,Mul
Chichala (Mo),Chichala (Mo),Mul
Chicholi,Chicholi,Mul
Chikhali Mal,Chikhali Mal,Mul
Chikhli No.2,Chikhli No.2,Mul
Chimadha,Chimadha,Mul
Chiroli,Chiroli,Mul
Chitegaon,Chitegaon,Mul
Churul Tukum,Churul Tukum,Mul
Dabgaon Makta,Dabgaon Makta,Mul
Dabgaon Tukum,Dabgaon Tukum,Mul
Dahegaon Chak,Dahegaon Chak,Mul
Dahegaon Mal,Dahegaon Mal,Mul
Dongargaon,Dongargaon,Mul
Dugala,Dugala,Mul
Dugala Mal,Dugala Mal,Mul
Dugala Raiyyatwari,Dugala Raiyyatwari,Mul
Fiskuti,Fiskuti,Mul
Fulzari,Fulzari,Mul
Gadisurla,Gadisurla,Mul
Gangalwadi,Gangalwadi,Mul
Golabhuj,Golabhuj,Mul
Gothangaon Rith,Gothangaon Rith,Mul
Gowardhan,Gowardhan,Mul
Haldi Gaonganna,Haldi Gaonganna,Mul
Haldi Tukum,Haldi Tukum,Mul
Janala Ryt.,Janala Ryt.,Mul
Junasurla,Junasurla,Mul
Kanhalgaon Raiyyatwari,Kanhalgaon Raiyyatwari,Mul
Kantapeth Ryt.,Kantapeth Ryt.,Mul
Karwan,Karwan,Mul
Katwan,Katwan,Mul
Kawadpeth Mal,Kawadpeth Mal,Mul
Kawadpeth Raiyyatwari,Kawadpeth Raiyyatwari,Mul
Kelzar,Kelzar,Mul
Khalwaspeth,Khalwaspeth,Mul
Khandala Ryt.,Khandala Ryt.,Mul
Kombadwahi Rith,Kombadwahi Rith,Mul
Korambi,Korambi,Mul
Kosambi,Kosambi,Mul
Kosambi Ry.,Kosambi Ry.,Mul
Manda Tukum,Manda Tukum,Mul
Mankapur,Mankapur,Mul
Marhegaon,Marhegaon,Mul
Maroda,Maroda,Mul
Mhasbodan Chak,Mhasbodan Chak,Mul
Morwahi Chak,Morwahi Chak,Mul
Morwahi Mal,Morwahi Mal,Mul
Murmadi,Murmadi,Mul
Naleshwar,Naleshwar,Mul
Nandgaon,Nandgaon,Mul
Nawegaon Bhujala,Nawegaon Bhujala,Mul
Padzari,Padzari,Mul
Padzari Chak,Padzari Chak,Mul
Pipari Dixit,Pipari Dixit,Mul
Rajgad,Rajgad,Mul
Rajoli,Rajoli,Mul
Ratnapur,Ratnapur,Mul
Sandala,Sandala,Mul
Sarajkheda Mal,Sarajkheda Mal,Mul
Shivapur Gaonganna,Shivapur Gaonganna,Mul
Shivapur Tukum,Shivapur Tukum,Mul
Shiwapur Ryt.(Chak),Shiwapur Ryt.(Chak),Mul
Sintala,Sintala,Mul
Somnath Prakalp,Somnath Prakalp,Mul
Sukadi Rith,Sukadi Rith,Mul
Sushi Dabgaon,Sushi Dabgaon,Mul
Tadala,Tadala,Mul
Tadala Tukum,Tadala Tukum,Mul
Tadbhuj,Tadbhuj,Mul
Tekadi,Tekadi,Mul
Tolewahi,Tolewahi,Mul
Ushrada Chak,Ushrada Chak,Mul
Uthal Peth,Uthal Peth,Mul
Virai,Virai,Mul
Wedi Rith,Wedi Rith,Mul
Yejgaon,Yejgaon,Mul
Yergaon Alias Belgaon,Yergaon Alias Belgaon,Mul
Adyal Mendha,Adyal Mendha,Nagbhir
Akapur,Akapur,Nagbhir
Alewahi,Alewahi,Nagbhir
Balapur Bk,Balapur Bk,Nagbhir
Balapur Kh.,Balapur Kh.,Nagbhir
Balapur Tukum,Balapur Tukum,Nagbhir
Bamhani,Bamhani,Nagbhir
Bamhani,Bamhani,Nagbhir
Banvahi Mal,Banvahi Mal,Nagbhir
Banwahi,Banwahi,Nagbhir
Banwahi Chak,Banwahi Chak,Nagbhir
Bhikeshwar,Bhikeshwar,Nagbhir
Bikli,Bikli,Nagbhir
Bond,Bond,Nagbhir
Bothali,Bothali,Nagbhir
Chargaon Chak,Chargaon Chak,Nagbhir
Chargaon Manapur,Chargaon Manapur,Nagbhir
Chichala,Chichala,Nagbhir
Chikhalgaon,Chikhalgaon,Nagbhir
Chikhal Parsodi,Chikhal Parsodi,Nagbhir
Chikmara,Chikmara,Nagbhir
Chinchala Rith,Chinchala Rith,Nagbhir
Chincholi Kh,Chincholi Kh,Nagbhir
Chindhimal,Chindhimal,Nagbhir
Chindhi Raiyyatwari,Chindhi Raiyyatwari,Nagbhir
Devpayli,Devpayli,Nagbhir
Devtak,Devtak,Nagbhir
Dhamagaon Chak,Dhamagaon Chak,Nagbhir
Dhamangaon Mal,Dhamangaon Mal,Nagbhir
Dhorpa,Dhorpa,Nagbhir
Dongargaon Bk,Dongargaon Bk,Nagbhir
Dongargaon Kh,Dongargaon Kh,Nagbhir
Dorli,Dorli,Nagbhir
Gaimukh,Gaimukh,Nagbhir
Gangasagar Heti,Gangasagar Heti,Nagbhir
Ghodazari,Ghodazari,Nagbhir
Girgaon,Girgaon,Nagbhir
Govindpur,Govindpur,Nagbhir
Gowarpeth,Gowarpeth,Nagbhir
Huma,Huma,Nagbhir
Irvha,Irvha,Nagbhir
Jankapur,Jankapur,Nagbhir
Jivanapur,Jivanapur,Nagbhir
Kachepar,Kachepar,Nagbhir
Kamath Chak,Kamath Chak,Nagbhir
Kanhalgaon,Kanhalgaon,Nagbhir
Kanpa,Kanpa,Nagbhir
Kasarla,Kasarla,Nagbhir
Khadki,Khadki,Nagbhir
Khadki,Khadki,Nagbhir
Khairi Bk.,Khairi Bk.,Nagbhir
Khairi Chak Parkhi,Khairi Chak Parkhi,Nagbhir
Khairi Kh.,Khairi Kh.,Nagbhir
Khairi Rith,Khairi Rith,Nagbhir
Kharbi,Kharbi,Nagbhir
Kirmiti,Kirmiti,Nagbhir
Kirmiti Mendha,Kirmiti Mendha,Nagbhir
Kitadi,Kitadi,Nagbhir
Kitadi Bormala,Kitadi Bormala,Nagbhir
Kitadi Mendha,Kitadi Mendha,Nagbhir
